row,building,tag,room before,room after,chosen from,kind of change
1885,RDC,RDC_SB_GF_VAV1004,Corridor S-0137 / S-0143,Dedicated Cyber SOC/NOC Lab S-0141,J (green),DIFFERENT ROOM
1983,RDC,RDC_NB_1F_VAV4565_EV4566,Conference N-1213,Storage Room N-1215,J (green),DIFFERENT ROOM
2011,RDC,RDC_NB_1F_VAV4910P,Emergency Electr N-2103,Emer. Elec. N-2104,J (green),DIFFERENT ROOM
2027,RDC,RDC_NB_1F_VAV5610_VEV5611,Robotics N-1115J,Cold Room N-1115F,J (green),DIFFERENT ROOM
2152,RDC,RDC_NB_1F_VAV6980P,Emer. Elec. N-2108,IDF N-2110,J (green),DIFFERENT ROOM
2170,RDC,RDC_NB_1F_VAV7660,Office 05 - 2 WKS- N-1401,Workstation N-1423,J (green),DIFFERENT ROOM
2262,RDC,RDC_NB_GF_FCU6982,Mech/FPC N-0128,IDF N-0133,J (green),DIFFERENT ROOM
2293,RDC,RDC_SB_2F_FCU0206,Normal Elec. S-2103,South Penthouse S-2101,J (green),DIFFERENT ROOM
2295,RDC,RDC_SB_2F_FCU0208,Emerg. Elec. S-2104,South Penthouse S-2101,J (green),DIFFERENT ROOM
2302,RDC,RDC_SB_2F_FCU2205,Emerg. Elec. S-2105,South Penthouse S-2101,J (green),DIFFERENT ROOM
2343,RDC,RDC_UB_GF_FCU8514,WET/MECH/FIRE ROOM U-0120,Pump Room U-0121,J (green),DIFFERENT ROOM
2451,RDC,RDC_NB_GF_AT-5280,Store N-0146,Serv Core N-0136,J (green),DIFFERENT ROOM
2501,RDC,RDC_NB_GF_VEV-5211,Sputter Room N-0140D,MBE EVAP Room N-0140E,J (green),DIFFERENT ROOM
2956,RDC,RDC_NB_1F_FEV-5624,Sequence Lab N-1115K,Robotics N-1115J,J (green),DIFFERENT ROOM
2960,RDC,RDC_NB_1F_FEV-5574,Met/Prot Lab N-1115C,PRe-PCR N-1115B,J (green),DIFFERENT ROOM
2961,RDC,RDC_NB_1F_FEV-5575,Met/Prot Lab N-1115C,Cell Culture N-1115E,J (green),DIFFERENT ROOM
2964,RDC,RDC_NB_1F_VEV-5791,Shafallah N-1144C,Culture & Gel Rm N-1144B,J (green),DIFFERENT ROOM
2965,RDC,RDC_NB_1F_VEV-5795B,Storage and Archives N-1144C2,PRE-PCR N-1144D,J (green),room number added
2966,RDC,RDC_NB_1F_FEV-5796,Shafallah N-1144C,PRE-PCR N-1144D,J (green),DIFFERENT ROOM
